ManagedElementType,SubNetwork,ManagedElement,plmn,gNBId,cellLocalId,gNBName,CellName,nrCellScene,caSupport,resourceExpansion,cpIdNum,bwpCfgType,spectrumShareScene,pci,ssbFrequency,frequency,nrbandwidth,frequencyBandList,vswName,vbpName,vbpUnitNum,aauName,coverageType,networkingMode,mimVersion,adminState,cellState,serviceStatus,connectionState,cqiReportPeriod,duplexMode,qcellFlag,reserved251,numberOfRBs_DL,bwp0Bandwidth_DL,firstActiveBwpBandwidth_DL,numberOfRBs_UL,bwp0Bandwidth_UL,firstActiveBwpBandwidth_UL
ITBBU,441601,7906531,460-01,7906531,1,紫金城西机楼5GBBU_19,GO_N78_河源紫金_城西秋江路西RRU1,Normal,0,true,1,multibwp,Normal,587,3408.96,3450.0,,78,VSWd0e,VBPe41,1,R9614 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906531,460-01,7906531,2,紫金城西机楼5GBBU_19,GO_N78_河源紫金_城西秋江路西RRU2,Normal,0,true,1,multibwp,Normal,588,3408.96,3450.0,,78,VSWd0e,VBPe41,1,R9614 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905522,460-01,7905522,5,市区兴源局5GBBU_44,GO_N78_河源市区_东埔学校AAU2,Normal,0,true,1,multibwp,Normal,973,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906251,460-11,7906251,1602,东源灯塔支局5GBBU_8,GO_N5_河源东源_灯塔安平-2RRU3,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,14,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905743,460-11,7905743,9,东源骆湖支局5GBBU_1,GO_N1_河源东源_骆湖AAU3,Normal,0,true,1,dualbwp,Normal,35,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905312,460-01,7905312,2,市区公园局5GBBU_1-XJ,GO_N78_河源市区_对外经济开发区AAU2,Normal,0,true,1,multibwp,Normal,364,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906000,460-11,7906000,4,河源广师大接入网5GBBU_8-XJ,GS_N1_河源东源_广师大河源校区学生宿舍北苑1栋RRU4,Normal,0,true,1,dualbwp,Normal,704,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905312,460-01,7905312,3,市区公园局5GBBU_1-XJ,GO_N78_河源市区_对外经济开发区AAU3,Normal,0,true,1,multibwp,Normal,365,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905522,460-01,7905522,3,市区兴源局5GBBU_44,GO_N78_河源市区_金摇篮学校AAU3,Normal,0,true,1,multibwp,Normal,947,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905522,460-01,7905522,1,市区兴源局5GBBU_44,GO_N78_河源市区_金摇篮学校AAU1,Normal,0,true,1,multibwp,Normal,945,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905338,460-11,7905338,3,东源县局5GBBU_3-XJ,GO_N78_河源东源_龙利AAU3,Normal,0,true,1,multibwp,Normal,296,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905743,460-01,7905743,3,东源骆湖支局5GBBU_1,GM_N1_河源东源_骆湖支局AAU3,Normal,0,true,1,dualbwp,Normal,27,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906000,460-11,7906000,2,河源广师大接入网5GBBU_8-XJ,GS_N1_河源东源_广师大河源校区学生宿舍北苑1栋RRU2,Normal,0,true,1,dualbwp,Normal,702,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905338,460-11,7905338,5,东源县局5GBBU_3-XJ,GO_N78_河源东源_源达塑料厂AAU2,Normal,0,true,1,multibwp,Normal,17,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905915,460-01,7905915,1,东源徐洞接入网5GBBU_6-XJ,GO_N78_河源东源_热水服务区AAU1,Normal,0,true,1,multibwp,Normal,420,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905915,460-11,7905915,2,东源徐洞接入网5GBBU_6-XJ,GO_N78_河源东源_热水服务区AAU2,Normal,0,true,1,multibwp,Normal,421,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905915,460-01,7905915,2,东源徐洞接入网5GBBU_6-XJ,GO_N78_河源东源_热水服务区AAU2,Normal,0,true,1,multibwp,Normal,421,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905915,460-11,7905915,1,东源徐洞接入网5GBBU_6-XJ,GO_N78_河源东源_热水服务区AAU1,Normal,0,true,1,multibwp,Normal,420,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905915,460-11,7905915,5,东源徐洞接入网5GBBU_6-XJ,GO_N78_河源东源_热水服务区AAU3,Normal,0,true,1,multibwp,Normal,666,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905522,460-01,7905522,6,市区兴源局5GBBU_44,GO_N78_河源市区_东埔学校AAU3,Normal,0,true,1,multibwp,Normal,974,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906531,460-11,7906531,4,紫金城西机楼5GBBU_19,GO_N1_河源紫金_工业园浩伦科技RRU1,Normal,0,true,1,dualbwp,Normal,646,2144.55,2130.0,,1,VSWd0e,VBPe04,1,R9254E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905338,460-11,7905338,2,东源县局5GBBU_3-XJ,GO_N78_河源东源_龙利AAU2,Normal,0,true,1,multibwp,Normal,295,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905312,460-01,7905312,1,市区公园局5GBBU_1-XJ,GO_N78_河源市区_对外经济开发区AAU1,Normal,0,true,1,multibwp,Normal,363,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905312,460-11,7905312,2,市区公园局5GBBU_1-XJ,GO_N78_河源市区_对外经济开发区AAU2,Normal,0,true,1,multibwp,Normal,364,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906531,460-01,7906531,4,紫金城西机楼5GBBU_19,GO_N1_河源紫金_工业园浩伦科技RRU1,Normal,0,true,1,dualbwp,Normal,646,2144.55,2130.0,,1,VSWd0e,VBPe04,1,R9254E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906531,460-11,7906531,2,紫金城西机楼5GBBU_19,GO_N78_河源紫金_城西秋江路西RRU2,Normal,0,true,1,multibwp,Normal,588,3408.96,3450.0,,78,VSWd0e,VBPe41,1,R9614 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905915,460-01,7905915,5,东源徐洞接入网5GBBU_6-XJ,GO_N78_河源东源_热水服务区AAU3,Normal,0,true,1,multibwp,Normal,666,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905522,460-11,7905522,4,市区兴源局5GBBU_44,GO_N78_河源市区_东埔学校AAU1,Normal,0,true,1,multibwp,Normal,972,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905338,460-11,7905338,6,东源县局5GBBU_3-XJ,GO_N78_河源东源_源达塑料厂AAU3,Normal,0,true,1,multibwp,Normal,18,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905522,460-11,7905522,6,市区兴源局5GBBU_44,GO_N78_河源市区_东埔学校AAU3,Normal,0,true,1,multibwp,Normal,974,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906000,460-01,7906000,2,河源广师大接入网5GBBU_8-XJ,GS_N1_河源东源_广师大河源校区学生宿舍北苑1栋RRU2,Normal,0,true,1,dualbwp,Normal,702,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905338,460-01,7905338,2,东源县局5GBBU_3-XJ,GO_N78_河源东源_龙利AAU2,Normal,0,true,1,multibwp,Normal,295,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906000,460-01,7906000,5,河源广师大接入网5GBBU_8-XJ,GS_N1_河源东源_广师大河源校区学生宿舍北苑1栋RRU5,Normal,0,true,1,dualbwp,Normal,705,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906531,460-11,7906531,1,紫金城西机楼5GBBU_19,GO_N78_河源紫金_城西秋江路西RRU1,Normal,0,true,1,multibwp,Normal,587,3408.96,3450.0,,78,VSWd0e,VBPe41,1,R9614 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906000,460-01,7906000,6,河源广师大接入网5GBBU_8-XJ,GS_N1_河源东源_广师大河源校区学生宿舍北苑1栋RRU6,Normal,0,true,1,dualbwp,Normal,706,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905743,460-01,7905743,8,东源骆湖支局5GBBU_1,GO_N1_河源东源_骆湖AAU2,Normal,0,true,1,dualbwp,Normal,34,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905338,460-01,7905338,5,东源县局5GBBU_3-XJ,GO_N78_河源东源_源达塑料厂AAU2,Normal,0,true,1,multibwp,Normal,17,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906000,460-01,7906000,1,河源广师大接入网5GBBU_8-XJ,GS_N1_河源东源_广师大河源校区学生宿舍北苑1栋RRU1,Normal,0,true,1,dualbwp,Normal,701,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905312,460-11,7905312,6,市区公园局5GBBU_1-XJ,GO_N78_河源市区_龙尾坝路AAU3,Normal,0,true,1,multibwp,Normal,279,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906531,460-11,7906531,6,紫金城西机楼5GBBU_19,GO_N1_河源紫金_工业园浩伦科技RRU3,Normal,0,true,1,dualbwp,Normal,648,2144.55,2130.0,,1,VSWd0e,VBPe04,1,R9254E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905522,460-11,7905522,1,市区兴源局5GBBU_44,GO_N78_河源市区_金摇篮学校AAU1,Normal,0,true,1,multibwp,Normal,945,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905312,460-01,7905312,5,市区公园局5GBBU_1-XJ,GO_N78_河源市区_龙尾坝路AAU2,Normal,0,true,1,multibwp,Normal,278,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906000,460-11,7906000,1,河源广师大接入网5GBBU_8-XJ,GS_N1_河源东源_广师大河源校区学生宿舍北苑1栋RRU1,Normal,0,true,1,dualbwp,Normal,701,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905743,460-11,7905743,3,东源骆湖支局5GBBU_1,GM_N1_河源东源_骆湖支局AAU3,Normal,0,true,1,dualbwp,Normal,27,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905338,460-01,7905338,1,东源县局5GBBU_3-XJ,GO_N78_河源东源_龙利AAU1,Normal,0,true,1,multibwp,Normal,294,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905743,460-11,7905743,5,东源骆湖支局5GBBU_1,GO_N1_河源东源_汇先丰AAU2,Normal,0,true,1,dualbwp,Normal,88,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905743,460-01,7905743,5,东源骆湖支局5GBBU_1,GO_N1_河源东源_汇先丰AAU2,Normal,0,true,1,dualbwp,Normal,88,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905522,460-01,7905522,4,市区兴源局5GBBU_44,GO_N78_河源市区_东埔学校AAU1,Normal,0,true,1,multibwp,Normal,972,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906000,460-11,7906000,6,河源广师大接入网5GBBU_8-XJ,GS_N1_河源东源_广师大河源校区学生宿舍北苑1栋RRU6,Normal,0,true,1,dualbwp,Normal,706,2144.55,2139.9,,1,VSWd1,VBPd04,1,R8862A S2100(A4A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906251,460-11,7906251,1601,东源灯塔支局5GBBU_8,GO_N5_河源东源_灯塔安平-2RRU2,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,13,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906251,460-11,7906251,1600,东源灯塔支局5GBBU_8,GO_N5_河源东源_灯塔安平-2RRU1,Normal,0,true,1,dualbwp,45GInBandLteInLowFreq,12,880.95,876.9,,5,VSWd0,VBPe24,1,R9254 S8500(A6A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7906531,460-01,7906531,3,紫金城西机楼5GBBU_19,GO_N78_河源紫金_城西秋江路西RRU3,Normal,0,true,1,multibwp,Normal,589,3408.96,3450.0,,78,VSWd0e,VBPe41,1,R9614 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7906531,460-11,7906531,3,紫金城西机楼5GBBU_19,GO_N78_河源紫金_城西秋江路西RRU3,Normal,0,true,1,multibwp,Normal,589,3408.96,3450.0,,78,VSWd0e,VBPe41,1,R9614 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905743,460-11,7905743,4,东源骆湖支局5GBBU_1,GO_N1_河源东源_汇先丰AAU1,Normal,0,true,1,dualbwp,Normal,891,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905522,460-11,7905522,5,市区兴源局5GBBU_44,GO_N78_河源市区_东埔学校AAU2,Normal,0,true,1,multibwp,Normal,973,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905743,460-01,7905743,4,东源骆湖支局5GBBU_1,GO_N1_河源东源_汇先丰AAU1,Normal,0,true,1,dualbwp,Normal,891,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905312,460-11,7905312,1,市区公园局5GBBU_1-XJ,GO_N78_河源市区_对外经济开发区AAU1,Normal,0,true,1,multibwp,Normal,363,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905338,460-01,7905338,6,东源县局5GBBU_3-XJ,GO_N78_河源东源_源达塑料厂AAU3,Normal,0,true,1,multibwp,Normal,18,3408.96,3450.0,,78,VSWd1,VBPd01,1,A9631A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905579,460-11,7905579,6,市区雅居乐网点5GBBU_17,GO_N78_河源市区_越王小学AAU3,Normal,0,true,1,multibwp,Normal,341,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905803,460-11,7905803,4,龙川老局5GBBU_36-XJ,GO_N78_河源龙川_丰稔巷AAU1,Normal,0,true,1,multibwp,Normal,162,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905803,460-11,7905803,6,龙川老局5GBBU_36-XJ,GO_N78_河源龙川_丰稔巷AAU3,Normal,0,true,1,multibwp,Normal,164,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905579,460-01,7905579,5,市区雅居乐网点5GBBU_17,GO_N78_河源市区_越王小学AAU2,Normal,0,true,1,multibwp,Normal,340,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905482,460-11,7905482,3,市区明珠支局5GBBU_11-XJ,GO_N78_河源市区_明珠广场AAU3,Normal,0,true,1,multibwp,Normal,520,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905482,460-11,7905482,5,市区明珠支局5GBBU_11-XJ,GO_N78_河源市区_美平AAU2,Normal,0,true,1,multibwp,Normal,96,3408.96,3450.0,,78,VSWc2,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905670,460-11,7905670,3,市区临江支局5GBBU_19,GO_N1_河源市区_古竹水东特大桥南(2),HighWay,0,true,2,dualbwp,Normal,675,2118.15,2130.0,,1,VSWd1,VBPd24,1,R9224H M1821(ACC),Macro,1,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905829,460-01,7905829,3,龙川火车站新局5GBBU_3-XJ,GO_N78_河源龙川_兴莱鞋厂AAU3,Normal,0,true,1,multibwp,Normal,344,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905579,460-01,7905579,2,市区雅居乐网点5GBBU_17,GO_N78_河源市区_永盛路中AAU2,Normal,0,true,1,multibwp,Normal,694,3408.96,3450.0,,78,VSWd1,VBPc5,1,A9611 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,OutOfService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905796,460-11,7905796,104,龙川火车站新局5GBBU_22-XJ,GO_N78_河源龙川_福运居AAU1（二载）,Normal,0,true,1,multibwp,Normal,620,3509.76,3549.96,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905873,460-11,7905873,3,和平新局5GBBU_18-XJ,GO_N78_河源和平_兴隆坝AAU3,Normal,0,true,1,multibwp,Normal,332,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441602,7905973,460-11,7905973,1,市区宝源支局5GBBU_14-XJ,GO_N78_河源市区_新丰江明珠花园B3栋外引AAU1,Normal,0,true,1,multibwp,Normal,687,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905796,460-01,7905796,1,龙川火车站新局5GBBU_22-XJ,GO_N78_河源龙川_泰华城二期AAU1,Normal,0,true,1,multibwp,Normal,180,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905803,460-01,7905803,5,龙川老局5GBBU_36-XJ,GO_N78_河源龙川_丰稔巷AAU2,Normal,0,true,1,multibwp,Normal,163,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905796,460-01,7905796,3,龙川火车站新局5GBBU_22-XJ,GO_N78_河源龙川_泰华城二期AAU3,Normal,0,true,1,multibwp,Normal,182,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905873,460-11,7905873,5,和平新局5GBBU_18-XJ,GO_N78_河源和平_华城翡翠6栋外引AAU5,Normal,0,true,1,multibwp,Normal,319,3408.96,3450.0,,78,VSWd1,VBPd41,1,R9604 S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905796,460-01,7905796,105,龙川火车站新局5GBBU_22-XJ,GO_N78_河源龙川_福运居AAU2（二载）,Normal,0,true,1,multibwp,Normal,621,3509.76,3549.96,,78,VSWd1,VBPe02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905796,460-01,7905796,104,龙川火车站新局5GBBU_22-XJ,GO_N78_河源龙川_福运居AAU1（二载）,Normal,0,true,1,multibwp,Normal,620,3509.76,3549.96,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905796,460-01,7905796,4,龙川火车站新局5GBBU_22-XJ,GO_N78_河源龙川_福运居AAU1,Normal,0,true,1,multibwp,Normal,183,3408.96,3450.0,,78,VSWd1,VBPd02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905536,460-01,7905536,1,市区高塘支局5GBBU_11,GO_N1_河源市区_205国道兴子上村AAU1,Normal,0,true,1,dualbwp,Normal,827,2144.55,2130.0,,1,VSWd1,VBPd04,1,R9234E S2100(A8A),Macro,2,V5.75.10.20A03,Locked,IDLE,OutOfService,1,,FDD,0,0,,,,,,
ITBBU,441601,7905796,460-11,7905796,105,龙川火车站新局5GBBU_22-XJ,GO_N78_河源龙川_福运居AAU2（二载）,Normal,0,true,1,multibwp,Normal,621,3509.76,3549.96,,78,VSWd1,VBPe02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
ITBBU,441601,7905796,460-11,7905796,106,龙川火车站新局5GBBU_22-XJ,GO_N78_河源龙川_福运居AAU3（二载）,Normal,0,true,1,multibwp,Normal,622,3509.76,3549.96,,78,VSWd1,VBPe02,1,A9642A S35,Macro,2,V5.75.10.20A03,Unlocked,ACTIVE,InService,1,,TDD,0,0,,,,,,
